fecha_divorcio,sexo_1,sexo_2,fecha_matrimonio,tiempo_transcurrido,anios_matrimonio,anio_divorcio,anio_matrimonio,mes_divorcio,tipo_pareja
2025-03-19,Masculino,F,2007-03-16,6578 days,18.0,2025,2007.0,3,dif sexo
2025-03-19,Femenino,M,2021-08-03,1324 days,3.6,2025,2021.0,3,dif sexo
2025-03-19,Masculino,M,2021-09-16,1280 days,3.5,2025,2021.0,3,dif sexo
2025-03-19,Masculino,F,2020-07-29,1694 days,4.6,2025,2020.0,3,dif sexo
2025-03-19,Masculino,F,2001-09-26,8575 days,23.5,2025,2001.0,3,dif sexo
2025-03-19,Masculino,F,2017-06-30,2819 days,7.7,2025,2017.0,3,dif sexo
2025-03-19,Masculino,F,2010-09-21,5293 days,14.5,2025,2010.0,3,dif sexo
2025-03-20,Masculino,F,2003-02-20,8064 days,22.1,2025,2003.0,3,dif sexo
2025-03-20,Masculino,F,2014-04-30,3977 days,10.9,2025,2014.0,3,dif sexo
2025-03-20,Femenino,M,2013-05-15,4327 days,11.8,2025,2013.0,3,dif sexo
2025-03-20,No declara,NO DECLARA,1988-05-24,13449 days,36.8,2025,1988.0,3,desconocido
2025-03-20,Masculino,NO DECLARA,1985-01-04,14685 days,40.2,2025,1985.0,3,dif sexo
2025-03-20,Masculino,F,1999-03-11,9506 days,26.0,2025,1999.0,3,dif sexo
2025-03-20,Masculino,F,2010-04-16,5452 days,14.9,2025,2010.0,3,dif sexo
2025-03-20,Masculino,F,1994-12-09,11059 days,30.3,2025,1994.0,3,dif sexo
2025-03-20,Femenino,M,1970-11-17,19847 days,54.3,2025,1970.0,3,dif sexo
2025-03-20,Masculino,F,1995-05-23,10894 days,29.8,2025,1995.0,3,dif sexo
2025-03-20,Masculino,F,2003-11-06,7805 days,21.4,2025,2003.0,3,dif sexo
2025-03-20,Femenino,F,2017-01-27,2974 days,8.1,2025,2017.0,3,dif sexo
2025-03-20,Masculino,F,2018-05-04,2512 days,6.9,2025,2018.0,3,dif sexo
2025-03-20,Masculino,F,1995-08-18,10807 days,29.6,2025,1995.0,3,dif sexo
2025-03-20,Masculino,F,2002-08-02,8266 days,22.6,2025,2002.0,3,dif sexo
2025-03-20,Masculino,F,2004-12-20,7395 days,20.2,2025,2004.0,3,dif sexo
2025-03-20,Masculino,F,2004-12-06,7409 days,20.3,2025,2004.0,3,dif sexo
2025-03-20,Masculino,F,2021-09-17,1280 days,3.5,2025,2021.0,3,dif sexo
2025-03-20,No declara,NO DECLARA,1986-01-31,14293 days,39.1,2025,1986.0,3,desconocido
2025-03-20,Masculino,F,2011-11-23,4866 days,13.3,2025,2011.0,3,dif sexo
2025-03-20,Femenino,M,2020-12-28,1543 days,4.2,2025,2020.0,3,dif sexo
2025-03-20,Masculino,F,2015-04-10,3632 days,9.9,2025,2015.0,3,dif sexo
2025-03-21,Masculino,F,1993-12-10,11424 days,31.3,2025,1993.0,3,dif sexo
2025-03-21,Femenino,M,2022-11-24,848 days,2.3,2025,2022.0,3,dif sexo
2025-03-21,Femenino,F,2014-05-16,3962 days,10.8,2025,2014.0,3,dif sexo
2025-03-21,Femenino,F,2021-08-04,1325 days,3.6,2025,2021.0,3,dif sexo
2025-03-21,Masculino,F,2020-12-18,1554 days,4.3,2025,2020.0,3,dif sexo
2025-03-21,Femenino,M,2010-12-06,5219 days,14.3,2025,2010.0,3,dif sexo
2025-03-21,Masculino,F,2016-02-02,3335 days,9.1,2025,2016.0,3,dif sexo
2025-03-21,Masculino,F,2015-12-02,3397 days,9.3,2025,2015.0,3,dif sexo
2025-03-21,Masculino,F,2003-12-17,7765 days,21.3,2025,2003.0,3,dif sexo
2025-03-21,Masculino,F,1981-03-03,16089 days,44.0,2025,1981.0,3,dif sexo
2025-03-21,Masculino,F,2023-11-29,478 days,1.3,2025,2023.0,3,dif sexo
2025-03-21,No declara,F,1995-06-15,10872 days,29.8,2025,1995.0,3,desconocido
2025-03-21,No declara,NO DECLARA,1984-11-14,14737 days,40.3,2025,1984.0,3,desconocido
2025-03-21,No declara,NO DECLARA,1984-06-22,14882 days,40.7,2025,1984.0,3,desconocido
2025-03-21,Masculino,F,2013-12-09,4120 days,11.3,2025,2013.0,3,dif sexo
2025-03-22,Masculino,F,2017-03-17,2927 days,8.0,2025,2017.0,3,dif sexo
2025-03-22,Masculino,F,2000-10-12,8927 days,24.4,2025,2000.0,3,dif sexo
2025-03-22,No declara,NO DECLARA,1988-05-06,13469 days,36.9,2025,1988.0,3,desconocido
2025-03-22,Masculino,F,2022-09-20,914 days,2.5,2025,2022.0,3,dif sexo
2025-03-22,Femenino,M,2013-05-10,4334 days,11.9,2025,2013.0,3,dif sexo
2025-03-25,Femenino,M,2022-11-15,861 days,2.4,2025,2022.0,3,dif sexo
2025-03-25,Masculino,F,1979-01-01,16885 days,46.2,2025,1979.0,3,dif sexo
2025-03-25,Masculino,F,2004-03-26,7669 days,21.0,2025,2004.0,3,dif sexo
2025-03-25,Masculino,F,2002-05-30,8335 days,22.8,2025,2002.0,3,dif sexo
2025-03-25,Masculino,F,1998-08-07,9727 days,26.6,2025,1998.0,3,dif sexo
2025-03-25,Femenino,M,2019-11-04,1968 days,5.4,2025,2019.0,3,dif sexo
2025-03-25,Femenino,M,2019-06-27,2098 days,5.7,2025,2019.0,3,dif sexo
2025-03-25,Masculino,F,2008-08-19,6062 days,16.6,2025,2008.0,3,dif sexo
2025-03-25,Masculino,F,2004-04-01,7663 days,21.0,2025,2004.0,3,dif sexo
2025-03-25,Masculino,F,2003-04-03,8027 days,22.0,2025,2003.0,3,dif sexo
2025-03-25,Masculino,F,2016-10-14,3084 days,8.4,2025,2016.0,3,dif sexo
2025-03-25,Masculino,F,2021-12-29,1182 days,3.2,2025,2021.0,3,dif sexo
2025-03-25,Masculino,F,1993-10-15,11484 days,31.4,2025,1993.0,3,dif sexo
2025-03-25,Masculino,F,1998-08-06,9728 days,26.6,2025,1998.0,3,dif sexo
2025-03-25,Femenino,M,2023-12-21,460 days,1.3,2025,2023.0,3,dif sexo
2025-03-25,Masculino,F,2001-10-24,8553 days,23.4,2025,2001.0,3,dif sexo
2025-03-25,Masculino,F,2004-04-15,7649 days,20.9,2025,2004.0,3,dif sexo
2025-03-25,Masculino,F,1970-09-29,19901 days,54.5,2025,1970.0,3,dif sexo
2025-03-25,No declara,DESCONOCIDO,1986-10-29,14027 days,38.4,2025,1986.0,3,desconocido
2025-03-25,Femenino,M,2015-02-04,3702 days,10.1,2025,2015.0,3,dif sexo
2025-03-25,Masculino,F,2011-09-15,4940 days,13.5,2025,2011.0,3,dif sexo
2025-03-25,Masculino,F,1960-07-08,23636 days,64.7,2025,1960.0,3,dif sexo
2025-03-26,No declara,NO DECLARA,1983-01-06,15420 days,42.2,2025,1983.0,3,desconocido
2025-03-26,Masculino,F,2017-09-18,2746 days,7.5,2025,2017.0,3,dif sexo
2025-03-26,Masculino,F,2007-11-23,6333 days,17.3,2025,2007.0,3,dif sexo
2025-03-26,Masculino,F,2011-11-29,4866 days,13.3,2025,2011.0,3,dif sexo
2025-03-26,Masculino,F,2001-10-12,8566 days,23.5,2025,2001.0,3,dif sexo
2025-03-26,Masculino,F,2005-04-07,7293 days,20.0,2025,2005.0,3,dif sexo
2025-03-26,Masculino,F,2018-09-28,2371 days,6.5,2025,2018.0,3,dif sexo
2025-03-26,Masculino,F,2020-03-05,1847 days,5.1,2025,2020.0,3,dif sexo
2025-03-26,Femenino,M,2019-12-05,1938 days,5.3,2025,2019.0,3,dif sexo
2025-03-26,Femenino,M,2018-07-30,2431 days,6.7,2025,2018.0,3,dif sexo
2025-03-26,Masculino,F,1995-11-03,10736 days,29.4,2025,1995.0,3,dif sexo
2025-03-26,Masculino,F,2008-11-06,5984 days,16.4,2025,2008.0,3,dif sexo
2025-03-26,Masculino,F,2005-11-10,7076 days,19.4,2025,2005.0,3,dif sexo
2025-03-26,Masculino,F,1962-01-07,23089 days,63.2,2025,1962.0,3,dif sexo
2025-03-26,Masculino,F,2021-03-05,1482 days,4.1,2025,2021.0,3,dif sexo
2025-03-26,Femenino,M,2018-02-23,2588 days,7.1,2025,2018.0,3,dif sexo
2025-03-26,Masculino,F,2017-01-20,2987 days,8.2,2025,2017.0,3,dif sexo
2025-03-26,Masculino,F,2002-11-21,8161 days,22.3,2025,2002.0,3,dif sexo
2025-03-26,Masculino,F,2006-09-29,6753 days,18.5,2025,2006.0,3,dif sexo
2025-03-26,Masculino,F,2010-09-16,5305 days,14.5,2025,2010.0,3,dif sexo
2025-03-26,No declara,F,1990-07-04,12684 days,34.7,2025,1990.0,3,desconocido
2025-03-26,Masculino,F,2012-07-06,4646 days,12.7,2025,2012.0,3,dif sexo
2025-03-26,Femenino,M,2019-11-07,1966 days,5.4,2025,2019.0,3,dif sexo
2025-03-26,Masculino,F,2011-11-17,4878 days,13.4,2025,2011.0,3,dif sexo
2025-03-27,Masculino,F,2004-10-14,7469 days,20.4,2025,2004.0,3,dif sexo
2025-03-27,No declara,NO DECLARA,1983-11-16,15107 days,41.4,2025,1983.0,3,desconocido
2025-03-27,Masculino,F,2005-12-07,7050 days,19.3,2025,2005.0,3,dif sexo
2025-03-27,Masculino,F,2003-01-31,8091 days,22.2,2025,2003.0,3,dif sexo
2025-03-27,Masculino,F,1999-02-19,9533 days,26.1,2025,1999.0,3,dif sexo
2025-03-27,Masculino,F,2006-09-27,6756 days,18.5,2025,2006.0,3,dif sexo
2025-03-27,No declara,NO DECLARA,1992-12-11,11794 days,32.3,2025,1992.0,3,desconocido
2025-03-27,Femenino,M,2022-12-23,825 days,2.3,2025,2022.0,3,dif sexo
2025-03-27,Femenino,M,2022-09-22,917 days,2.5,2025,2022.0,3,dif sexo
2025-03-27,Masculino,F,2006-03-10,6957 days,19.0,2025,2006.0,3,dif sexo
2025-03-27,Masculino,F,2012-08-15,4607 days,12.6,2025,2012.0,3,dif sexo
2025-03-27,Masculino,F,2007-02-15,6615 days,18.1,2025,2007.0,3,dif sexo
2025-03-27,Masculino,F,2006-08-04,6810 days,18.6,2025,2006.0,3,dif sexo
2025-03-27,Masculino,M,2019-01-21,2257 days,6.2,2025,2019.0,3,dif sexo
2025-03-27,No declara,NO DECLARA,1995-08-16,10816 days,29.6,2025,1995.0,3,desconocido
2025-03-27,Masculino,F,1998-09-03,9702 days,26.6,2025,1998.0,3,dif sexo
2025-03-27,Masculino,F,2007-05-10,6531 days,17.9,2025,2007.0,3,dif sexo
2025-03-27,Femenino,M,2022-03-28,1095 days,3.0,2025,2022.0,3,dif sexo
2025-03-27,Masculino,F,2007-01-19,6642 days,18.2,2025,2007.0,3,dif sexo
2025-03-27,Masculino,F,2008-12-04,5957 days,16.3,2025,2008.0,3,dif sexo
2025-03-27,Masculino,F,1998-02-19,9898 days,27.1,2025,1998.0,3,dif sexo
2025-03-27,Masculino,F,1975-10-14,18062 days,49.5,2025,1975.0,3,dif sexo
2025-03-27,Masculino,F,2018-06-07,2485 days,6.8,2025,2018.0,3,dif sexo
2025-03-27,Masculino,F,2018-06-29,2463 days,6.7,2025,2018.0,3,dif sexo
2025-03-27,Masculino,F,2017-11-13,2691 days,7.4,2025,2017.0,3,dif sexo
2025-03-27,Masculino,F,1997-10-17,10023 days,27.4,2025,1997.0,3,dif sexo
2025-03-27,Femenino,M,1967-09-09,21019 days,57.5,2025,1967.0,3,dif sexo
2025-03-27,Femenino,M,2022-02-25,1126 days,3.1,2025,2022.0,3,dif sexo
2025-03-28,Masculino,F,2017-12-04,2671 days,7.3,2025,2017.0,3,dif sexo
2025-03-28,Femenino,M,2018-08-22,2410 days,6.6,2025,2018.0,3,dif sexo
2025-03-28,Masculino,F,1999-08-27,9345 days,25.6,2025,1999.0,3,dif sexo
2025-03-28,Masculino,F,2005-09-16,7133 days,19.5,2025,2005.0,3,dif sexo
2025-03-28,No declara,NO DECLARA,1988-10-28,13300 days,36.4,2025,1988.0,3,desconocido
2025-03-28,No declara,NO DECLARA,1986-04-04,14238 days,39.0,2025,1986.0,3,desconocido
2025-03-28,Masculino,NO DECLARA,1984-06-01,14910 days,40.8,2025,1984.0,3,dif sexo
2025-03-28,No declara,NO DECLARA,1983-05-05,15303 days,41.9,2025,1983.0,3,desconocido
2025-03-28,Masculino,F,1998-11-11,9634 days,26.4,2025,1998.0,3,dif sexo
2025-03-28,Masculino,DESCONOCIDO,1986-12-19,13979 days,38.3,2025,1986.0,3,dif sexo
2025-03-28,Masculino,F,2005-09-15,7134 days,19.5,2025,2005.0,3,dif sexo
2025-03-28,Masculino,F,1992-01-24,12117 days,33.2,2025,1992.0,3,dif sexo
2025-03-28,Masculino,F,2009-05-14,5797 days,15.9,2025,2009.0,3,dif sexo
2025-03-28,Masculino,F,2011-05-11,5070 days,13.9,2025,2011.0,3,dif sexo
2025-03-28,Masculino,F,2012-09-28,4564 days,12.5,2025,2012.0,3,dif sexo
2025-03-28,Masculino,F,1997-10-31,10010 days,27.4,2025,1997.0,3,dif sexo
2025-03-28,Masculino,F,2012-01-13,4823 days,13.2,2025,2012.0,3,dif sexo
2025-03-28,Masculino,F,2018-12-15,2295 days,6.3,2025,2018.0,3,dif sexo
2025-03-28,Masculino,F,2012-11-23,4508 days,12.3,2025,2012.0,3,dif sexo
2025-03-28,Masculino,F,1999-03-18,9507 days,26.0,2025,1999.0,3,dif sexo
2025-03-28,Masculino,F,2010-10-14,5279 days,14.5,2025,2010.0,3,dif sexo
2025-03-28,Masculino,F,2012-05-02,4713 days,12.9,2025,2012.0,3,dif sexo
2025-03-28,Femenino,M,2016-11-25,3045 days,8.3,2025,2016.0,3,dif sexo
2025-03-28,Masculino,F,2010-08-09,5345 days,14.6,2025,2010.0,3,dif sexo
2025-03-28,No declara,F,1994-09-02,11165 days,30.6,2025,1994.0,3,desconocido
2025-03-28,Masculino,F,1999-05-07,9457 days,25.9,2025,1999.0,3,dif sexo
2025-03-31,Masculino,NO DECLARA,1983-05-19,15292 days,41.9,2025,1983.0,3,dif sexo
2025-03-31,Femenino,M,2022-10-11,902 days,2.5,2025,2022.0,3,dif sexo
2025-03-31,Femenino,F,1997-08-01,10104 days,27.7,2025,1997.0,3,dif sexo
2025-03-31,Masculino,F,2006-08-10,6808 days,18.6,2025,2006.0,3,dif sexo
2025-03-31,Masculino,F,2008-12-22,5943 days,16.3,2025,2008.0,3,dif sexo
2025-03-31,No declara,NO DECLARA,1990-06-14,12709 days,34.8,2025,1990.0,3,desconocido
2025-03-31,No declara,NO DECLARA,1994-07-27,11205 days,30.7,2025,1994.0,3,desconocido
2025-03-31,Masculino,F,2001-05-24,8712 days,23.9,2025,2001.0,3,dif sexo
2025-03-31,Masculino,F,1974-11-25,18389 days,50.3,2025,1974.0,3,dif sexo
2025-03-31,Femenino,M,2022-02-22,1133 days,3.1,2025,2022.0,3,dif sexo
2025-03-31,Masculino,F,2019-11-04,1974 days,5.4,2025,2019.0,3,dif sexo
2025-03-31,Masculino,F,2000-07-07,9033 days,24.7,2025,2000.0,3,dif sexo
2025-03-31,Femenino,M,2022-10-11,902 days,2.5,2025,2022.0,3,dif sexo
2025-03-31,No declara,NO DECLARA,1985-04-18,14592 days,40.0,2025,1985.0,3,desconocido
2025-03-31,Masculino,F,2012-01-20,4819 days,13.2,2025,2012.0,3,dif sexo
2025-03-31,No declara,NO DECLARA,1983-04-07,15334 days,42.0,2025,1983.0,3,desconocido
2025-03-31,Masculino,F,2014-01-17,4091 days,11.2,2025,2014.0,3,dif sexo
2025-03-31,Masculino,F,2014-05-23,3965 days,10.9,2025,2014.0,3,dif sexo
2025-03-31,No declara,DESCONOCIDO,1988-09-21,13340 days,36.5,2025,1988.0,3,desconocido
2025-03-31,Masculino,F,1998-09-02,9707 days,26.6,2025,1998.0,3,dif sexo
2025-03-31,Masculino,F,1995-03-09,10980 days,30.1,2025,1995.0,3,dif sexo
2025-03-31,Masculino,F,1988-03-04,13541 days,37.1,2025,1988.0,3,dif sexo
2025-03-31,Femenino,NO DECLARA,2023-07-20,620 days,1.7,2025,2023.0,3,dif sexo
2025-03-31,Masculino,F,2005-01-01,7394 days,20.2,2025,2005.0,3,dif sexo
2025-03-31,Masculino,F,2010-02-25,5513 days,15.1,2025,2010.0,3,dif sexo
2025-03-31,Masculino,F,2014-11-07,3797 days,10.4,2025,2014.0,3,dif sexo
2025-04-01,Masculino,F,2019-11-12,1967 days,5.4,2025,2019.0,4,dif sexo
2025-04-01,Femenino,M,2022-07-20,986 days,2.7,2025,2022.0,4,dif sexo
2025-04-01,Femenino,F,2021-05-17,1415 days,3.9,2025,2021.0,4,dif sexo
2025-04-01,Femenino,M,2022-11-15,868 days,2.4,2025,2022.0,4,dif sexo
2025-04-01,Masculino,F,1998-12-03,9616 days,26.3,2025,1998.0,4,dif sexo
2025-04-01,Masculino,F,2013-09-06,4225 days,11.6,2025,2013.0,4,dif sexo
2025-04-01,No declara,F,1991-04-25,12395 days,33.9,2025,1991.0,4,desconocido
2025-04-01,Masculino,F,1996-07-26,10476 days,28.7,2025,1996.0,4,dif sexo
2025-04-01,Masculino,F,2006-04-20,6921 days,18.9,2025,2006.0,4,dif sexo
2025-04-01,Masculino,F,2024-09-21,192 days,0.5,2025,2024.0,4,dif sexo
2025-04-01,Masculino,M,2023-04-05,727 days,2.0,2025,2023.0,4,dif sexo
2025-04-01,Masculino,F,1977-05-12,17491 days,47.9,2025,1977.0,4,dif sexo
2025-04-01,Masculino,F,1974-05-19,18580 days,50.9,2025,1974.0,4,dif sexo
2025-04-01,Masculino,F,1997-02-03,10284 days,28.2,2025,1997.0,4,dif sexo
2025-04-01,Masculino,F,2004-06-11,7599 days,20.8,2025,2004.0,4,dif sexo
2025-04-01,Masculino,F,2006-11-17,6710 days,18.4,2025,2006.0,4,dif sexo
2025-04-01,No declara,NO DECLARA,1989-11-02,12934 days,35.4,2025,1989.0,4,desconocido
2025-04-01,Masculino,F,2013-10-10,4191 days,11.5,2025,2013.0,4,dif sexo
2025-04-01,Masculino,F,1990-02-05,12839 days,35.2,2025,1990.0,4,dif sexo
2025-04-01,Masculino,F,1999-04-09,9489 days,26.0,2025,1999.0,4,dif sexo
2025-04-01,Masculino,F,2001-10-26,8558 days,23.4,2025,2001.0,4,dif sexo
2025-04-01,Masculino,F,2012-04-18,4731 days,13.0,2025,2012.0,4,dif sexo
2025-04-01,Masculino,F,2015-12-15,3395 days,9.3,2025,2015.0,4,dif sexo
2025-04-01,Femenino,M,2020-12-18,1565 days,4.3,2025,2020.0,4,dif sexo
2025-04-01,Femenino,M,2018-12-21,2293 days,6.3,2025,2018.0,4,dif sexo
2025-04-01,Masculino,F,2009-10-09,5653 days,15.5,2025,2009.0,4,dif sexo
2025-04-01,No declara,NO DECLARA,1996-11-22,10357 days,28.4,2025,1996.0,4,desconocido
2025-04-03,No declara,NO DECLARA,1988-03-03,13545 days,37.1,2025,1988.0,4,desconocido
2025-04-03,Femenino,F,2018-11-23,2323 days,6.4,2025,2018.0,4,dif sexo
2025-04-03,Masculino,F,2000-08-15,8997 days,24.6,2025,2000.0,4,dif sexo
2025-04-03,No declara,NO DECLARA,1996-10-03,10409 days,28.5,2025,1996.0,4,desconocido
2025-04-03,Masculino,F,2006-03-16,6958 days,19.0,2025,2006.0,4,dif sexo
2025-04-03,Masculino,F,2008-06-19,6132 days,16.8,2025,2008.0,4,dif sexo
2025-04-03,Masculino,F,2009-05-13,5804 days,15.9,2025,2009.0,4,dif sexo
2025-04-03,Masculino,F,2016-12-02,3044 days,8.3,2025,2016.0,4,dif sexo
2025-04-03,Femenino,M,1975-09-19,18094 days,49.5,2025,1975.0,4,dif sexo
2025-04-03,Masculino,F,2023-09-29,552 days,1.5,2025,2023.0,4,dif sexo
2025-04-03,Masculino,F,2005-11-11,7083 days,19.4,2025,2005.0,4,dif sexo
2025-04-03,Masculino,F,1998-09-04,9708 days,26.6,2025,1998.0,4,dif sexo
2025-04-03,No declara,F,1997-11-17,9999 days,27.4,2025,1997.0,4,desconocido
2025-04-03,No declara,F,1996-12-20,10331 days,28.3,2025,1996.0,4,desconocido
2025-04-03,Masculino,F,2009-05-06,5811 days,15.9,2025,2009.0,4,dif sexo
2025-04-03,Masculino,F,2019-11-29,1952 days,5.3,2025,2019.0,4,dif sexo
2025-04-03,Masculino,F,2021-03-04,1491 days,4.1,2025,2021.0,4,dif sexo
2025-04-03,Femenino,M,2023-05-19,685 days,1.9,2025,2023.0,4,dif sexo
2025-04-03,Masculino,F,2018-02-07,2612 days,7.2,2025,2018.0,4,dif sexo
2025-04-03,Masculino,F,2009-10-02,5662 days,15.5,2025,2009.0,4,dif sexo
2025-04-03,Masculino,F,2011-12-07,4866 days,13.3,2025,2011.0,4,dif sexo
2025-04-03,Masculino,F,2017-11-08,2703 days,7.4,2025,2017.0,4,dif sexo
2025-04-03,Femenino,M,2018-05-29,2501 days,6.8,2025,2018.0,4,dif sexo
2025-04-03,Masculino,F,2015-09-18,3485 days,9.5,2025,2015.0,4,dif sexo
2025-04-03,No declara,F,2010-09-02,5327 days,14.6,2025,2010.0,4,desconocido
2025-04-04,No declara,NO DECLARA,1987-09-24,13707 days,37.5,2025,1987.0,4,desconocido
2025-04-04,No declara,F,1994-06-03,11263 days,30.8,2025,1994.0,4,desconocido
2025-04-04,Masculino,F,2005-12-13,7052 days,19.3,2025,2005.0,4,dif sexo
2025-04-04,Masculino,F,2005-07-14,7204 days,19.7,2025,2005.0,4,dif sexo
2025-04-04,Masculino,F,2005-01-14,7385 days,20.2,2025,2005.0,4,dif sexo
2025-04-04,No declara,NO DECLARA,1994-05-26,11271 days,30.9,2025,1994.0,4,desconocido
2025-04-04,No declara,NO DECLARA,1997-09-26,10052 days,27.5,2025,1997.0,4,desconocido
2025-04-04,No declara,NO DECLARA,1983-12-15,15086 days,41.3,2025,1983.0,4,desconocido
2025-04-04,Femenino,M,2013-07-05,4291 days,11.7,2025,2013.0,4,dif sexo
2025-04-04,Masculino,F,2011-02-11,5166 days,14.1,2025,2011.0,4,dif sexo
2025-04-04,Masculino,F,2011-09-08,4957 days,13.6,2025,2011.0,4,dif sexo
2025-04-04,Masculino,F,1998-04-29,9837 days,26.9,2025,1998.0,4,dif sexo
2025-04-04,Masculino,F,1997-07-10,10130 days,27.7,2025,1997.0,4,dif sexo
2025-04-04,Masculino,F,2002-04-05,8400 days,23.0,2025,2002.0,4,dif sexo
2025-04-04,Femenino,M,2021-06-30,1374 days,3.8,2025,2021.0,4,dif sexo
2025-04-04,Femenino,M,2019-08-28,2046 days,5.6,2025,2019.0,4,dif sexo
2025-04-04,Masculino,F,2004-10-20,7471 days,20.5,2025,2004.0,4,dif sexo
2025-04-04,No declara,NO DECLARA,1991-06-06,12356 days,33.8,2025,1991.0,4,desconocido
2025-04-04,Masculino,NO DECLARA,1997-01-10,10311 days,28.2,2025,1997.0,4,dif sexo
2025-04-04,Masculino,F,2000-04-26,9109 days,24.9,2025,2000.0,4,dif sexo
2025-04-04,Femenino,M,2022-12-28,828 days,2.3,2025,2022.0,4,dif sexo
2025-04-04,Masculino,F,1978-10-16,16972 days,46.5,2025,1978.0,4,dif sexo
2025-04-04,Femenino,M,2018-02-16,2604 days,7.1,2025,2018.0,4,dif sexo
2025-04-04,Masculino,F,2018-05-31,2500 days,6.8,2025,2018.0,4,dif sexo
2025-04-04,Masculino,F,2010-04-30,5453 days,14.9,2025,2010.0,4,dif sexo
2025-04-04,Masculino,F,2012-11-30,4508 days,12.3,2025,2012.0,4,dif sexo
2025-04-04,Masculino,F,2009-08-06,5720 days,15.7,2025,2009.0,4,dif sexo
2025-04-04,Masculino,DESCONOCIDO,2008-11-21,5978 days,16.4,2025,2008.0,4,dif sexo
2025-04-07,Masculino,F,2014-02-07,4077 days,11.2,2025,2014.0,4,dif sexo
2025-04-07,No declara,NO DECLARA,1991-07-25,12310 days,33.7,2025,1991.0,4,desconocido
2025-04-07,No declara,NO DECLARA,1991-04-12,12414 days,34.0,2025,1991.0,4,desconocido
2025-04-07,Femenino,F,2021-07-07,1370 days,3.8,2025,2021.0,4,dif sexo
2025-04-07,Masculino,F,2014-04-10,4015 days,11.0,2025,2014.0,4,dif sexo
2025-04-07,No declara,NO DECLARA,1985-03-14,14634 days,40.1,2025,1985.0,4,desconocido
2025-04-07,No declara,F,1983-07-29,15228 days,41.7,2025,1983.0,4,desconocido
2025-04-07,Masculino,F,2004-05-21,7626 days,20.9,2025,2004.0,4,dif sexo
2025-04-07,Masculino,F,2004-01-16,7752 days,21.2,2025,2004.0,4,dif sexo
2025-04-07,No declara,NO DECLARA,1985-12-26,14347 days,39.3,2025,1985.0,4,desconocido
2025-04-07,No declara,F,1995-03-09,10987 days,30.1,2025,1995.0,4,desconocido
2025-04-07,Masculino,F,2019-05-02,2167 days,5.9,2025,2019.0,4,dif sexo
2025-04-07,Masculino,F,1988-02-18,13563 days,37.1,2025,1988.0,4,dif sexo
2025-04-07,Masculino,F,2017-12-01,2684 days,7.3,2025,2017.0,4,dif sexo
2025-04-07,Masculino,F,2017-09-13,2763 days,7.6,2025,2017.0,4,dif sexo
2025-04-07,Masculino,F,2012-12-21,4490 days,12.3,2025,2012.0,4,dif sexo
2025-04-07,Masculino,F,2017-03-09,2951 days,8.1,2025,2017.0,4,dif sexo
2025-04-07,Masculino,F,2016-09-30,3111 days,8.5,2025,2016.0,4,dif sexo
2025-04-07,Masculino,F,2016-09-21,3120 days,8.5,2025,2016.0,4,dif sexo
2025-04-07,Masculino,F,2015-09-29,3478 days,9.5,2025,2015.0,4,dif sexo
2025-04-07,Masculino,F,2006-07-07,6849 days,18.8,2025,2006.0,4,dif sexo
2025-04-07,Masculino,F,2012-11-16,4525 days,12.4,2025,2012.0,4,dif sexo
2025-04-07,Masculino,F,1987-07-10,13786 days,37.7,2025,1987.0,4,dif sexo
2025-04-07,Masculino,F,2002-08-08,8278 days,22.7,2025,2002.0,4,dif sexo
2025-04-07,Masculino,F,1981-04-09,16069 days,44.0,2025,1981.0,4,dif sexo
2025-04-07,Masculino,F,2023-03-02,767 days,2.1,2025,2023.0,4,dif sexo
2025-04-07,Masculino,F,1972-09-29,19183 days,52.5,2025,1972.0,4,dif sexo
2025-04-07,No declara,NO DECLARA,1992-10-22,11855 days,32.5,2025,1992.0,4,desconocido
2025-04-07,Masculino,F,1986-03-14,14269 days,39.1,2025,1986.0,4,dif sexo
2025-04-08,Masculino,F,2009-07-08,5753 days,15.8,2025,2009.0,4,dif sexo
2025-04-08,Masculino,F,2006-11-10,6724 days,18.4,2025,2006.0,4,dif sexo
2025-04-08,No declara,NO DECLARA,1986-03-26,14258 days,39.0,2025,1986.0,4,desconocido
2025-04-08,Masculino,F,2000-03-03,9167 days,25.1,2025,2000.0,4,dif sexo
2025-04-08,Masculino,F,2023-10-11,545 days,1.5,2025,2023.0,4,dif sexo
2025-04-08,Masculino,F,2019-01-11,2279 days,6.2,2025,2019.0,4,dif sexo
2025-04-08,Masculino,F,2021-04-29,1440 days,3.9,2025,2021.0,4,dif sexo
2025-04-08,Masculino,F,2019-11-07,1979 days,5.4,2025,2019.0,4,dif sexo
2025-04-08,No declara,DESCONOCIDO,1984-10-04,14796 days,40.5,2025,1984.0,4,desconocido
2025-04-08,Masculino,F,2014-03-06,4051 days,11.1,2025,2014.0,4,dif sexo
2025-04-08,Masculino,F,2001-10-05,8586 days,23.5,2025,2001.0,4,dif sexo
2025-04-08,Femenino,M,2022-11-28,862 days,2.4,2025,2022.0,4,dif sexo
2025-04-08,Masculino,F,2018-01-23,2632 days,7.2,2025,2018.0,4,dif sexo
2025-04-08,Masculino,F,2000-04-01,9138 days,25.0,2025,2000.0,4,dif sexo
2025-04-08,Masculino,NO DECLARA,1983-01-31,15408 days,42.2,2025,1983.0,4,dif sexo
